Unnamed: 0,id,name,RT_Amide6min,RT_Amide12min,RT_Amide23min,RT_RP,RT_RP6min,monoisotopic_mass,formula,smiles,inchikey,inchikey1,IsomericSMILES,RT,MolecularWeight
5683,D6F0,"7-[[(1S,4aS,6S,8aR)-6-hydroxy-5,5,8a-trimethyl-2-methylene-decalin-1-yl]methoxy]chromen-2-one",18.0,34.2,,481.2,275.4,382.2144096,C24H30O4,"[H][C@]12CCC(=C)[C@H](COc3ccc4ccc(=O)oc4c3)[C@]1(C)CC[C@H](O)C2(C)C |r,@@:26|",FCWYNTDTQPCVPG-UQWVPHONSA-N,FCWYNTDTQPCVPG,C[C@@]12CC[C@@H](C([C@H]1CCC(=C)[C@@H]2COC3=CC4=C(C=C3)C=CC(=O)O4)(C)C)O,4.59,382.5000000000001
5684,D7Q3,"3-(4-hydroxy-3-methoxy-phenyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-chromen-4-one",,,,262.2,166.2,446.1212971,C22H22O10,COc1cc(ccc1O)-c1coc2cc(OC3OC(CO)C(O)C(O)C3O)ccc2c1=O,RSHRXECKTMWGSX-UHFFFAOYSA-N,RSHRXECKTMWGSX,COC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,2.77,446.4080000000001
5685,E0E9,"(2S,3R,4R,5R,6S)-2-[(2R,3S,4S,5R,6R)-5-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-tetrahydropyran-2-yl]oxy-4-hydroxy-2-(hydroxymethyl)-6-[(1S,4S,5'S,6S,7S,8R,9S,13R,16S)-5',7,9,13-tetramethyl-5'-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]spiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-tetrahydrofuran]-16-yl]oxy-tetrahydropyran-3-yl]oxy-6-methyl-tetrahydropyran-3,4,5-triol",,,,354.0,211.8,1224.577513,C57H92O28,"[H][C@@]12CC=C3C[C@H](CC[C@]3(C)C1CC[C@@]1(C)C2C[C@@H]2O[C@]3(CC[C@@](C)(CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)O3)[C@@H](C)[C@H]12)O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O |r,t:3|",KSQDOQZKXFUZMV-NWRWIZDFSA-N,KSQDOQZKXFUZMV,C[C@H]1[C@H]2[C@H](CC3[C@@]2(CCC4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)C)C)O[C@]11CC[C@@](O1)(C)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,3.53,1225.335000000001
5686,E4C4,"3,10,11,12,17-pentahydroxytricyclo[12.3.1.12,6]nonadeca-1(17),2,4,6(19),14(18),15-hexaen-9-one",21.6,43.2,,307.8,189.0,344.1259885,C19H20O6,OC1Cc2ccc(O)c(c2)-c2cc(CCC(=O)C(O)C1O)ccc2O,HXRHVUWGMADGQP-UHFFFAOYSA-N,HXRHVUWGMADGQP,C1CC(=O)C(C(C(CC2=CC(=C(C=C2)O)C3=C(C=CC1=C3)O)O)O)O,3.15,344.36300000000006
5687,D9L7,"(4aS,6aS,6bR,8R,9R,10R,11R,12aR,14bS)-8,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",,,,420.0,244.8,504.3450895,C30H48O6,"[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CCC2[C@@]3(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C3[C@H](O)C[C@@]12C)C(O)=O |r,t:15,@@:3|",IDQVFXZQPGAVAM-LWWFSHPVSA-N,IDQVFXZQPGAVAM,C[C@@]12CC[C@]3(CCC(C[C@H]3C1=CCC4[C@]2(C[C@H](C5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)O)C)(C)C)C(=O)O,4.08,504.7080000000003
5688,E5H7,"16-[(2R,3R,4R,5S,6R)-6-(acetoxymethyl)-3,4-dihydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-tetrahydropyran-2-yl]oxy-15-hydroxy-hexadecanoic acid",,,,406.2,237.6,654.3462713,C30H54O15,CC(=O)OC[C@H]1O[C@@H](OCC(O)CCCCCCCCCCCCCC(O)=O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O |r|,NXQZPVLBINZHLG-UAGAMVHUSA-N,NXQZPVLBINZHLG,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OCC(CCCCCCCCCCCCCC(=O)O)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,3.96,654.7470000000006
5690,E6H4,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 4-prop-1-en-2-ylcyclohexene-1-carboxylate",129.6,49.2,,347.4,208.2,328.1522033,C16H24O7,"CC(=C)C1CCC(=CC1)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O |r,c:6|",CDSQRAACZGXZNE-APEZWVKPSA-N,CDSQRAACZGXZNE,CC(=C)C1CCC(=CC1)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,3.47,328.36100000000005
5691,D9P9,"4-hydroxy-7-methyl-2-[1-methyl-1-[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-ethyl]-2,3-dihydrofuro[3,2-g]chromen-5-one",,,,313.8,191.4,438.1525972,C21H26O10,Cc1cc(=O)c2c(O)c3CC(Oc3cc2o1)C(C)(C)OC1OC(CO)C(O)C(O)C1O,KHWKLNXMSVVKCH-UHFFFAOYSA-N,KHWKLNXMSVVKCH,CC1=CC(=O)C2=C(C3=C(C=C2O1)OC(C3)C(C)(C)OC4C(C(C(C(O4)CO)O)O)O)O,3.19,438.4290000000001
5692,E6M0,"2-[5-methoxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]acetic acid",164.4,300.0,,234.0,148.8,344.1107324,C15H20O9,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(CC(O)=O)c1 |r|,HFTLMYJKGIPVBN-TVKJYDDYSA-N,HFTLMYJKGIPVBN,COC1=CC(=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)CC(=O)O,2.48,344.3160000000001
5693,D6M2,"3-(2,4-dihydroxyphenyl)-7-hydroxy-6,8-bis(3-methylbut-2-enyl)chroman-4-one",18.0,34.8,,445.8,258.0,408.1936741,C25H28O5,[#6]\[#6](-[#6])=[#6]\[#6]-c1cc2-[#6](=O)-[#6](-[#6]-[#8]-c2c(-[#6]\[#6]=[#6](\[#6])-[#6])c1-[#8])-c1ccc(-[#8])cc1-[#8],QUBRRXBPXPHDJO-UHFFFAOYSA-N,QUBRRXBPXPHDJO,CC(=CCC1=CC2=C(C(=C1O)CC=C(C)C)OCC(C2=O)C3=C(C=C(C=C3)O)O)C,4.3,408.49400000000014
5694,E6E4,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,2R,4aS,6aS,6bR,10S,11R,12aR,14bS)-9-formyl-1,10,11-trihydroxy-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",,,,339.0,204.0,664.3822629,C36H56O11,"[H][C@]12C3=CCC4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C=O)C5CC[C@@]4(C)[C@]3(C)CC[C@]1(CC[C@@H](C)[C@@]2(C)O)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O |r,t:2|",YZANFWDKMDESHV-LOJMZBSDSA-N,YZANFWDKMDESHV,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(C[C@H]([C@H](C5(C)C=O)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,3.4,664.8330000000005
5695,D9P2,"methyl (5Z)-5-ethylidene-4-[2-[[(1S,2S,3S,5R)-3-[2-[(3Z)-3-ethylidene-5-methoxycarbonyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-4H-pyran-4-yl]acetyl]oxy-5-[2-hydroxy-1-(hydroxymethyl)ethyl]-2-methyl-cyclopentyl]methoxy]-2-oxo-ethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-4H-pyran-3-carboxylate",148.8,,,297.0,183.6,976.3787534,C44H64O24,"[H][C@]1(C[C@H](OC(=O)CC2\C(=C\C)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C2C(=O)OC)[C@@H](C)[C@H]1COC(=O)CC1\C(=C\C)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C1C(=O)OC)C(CO)CO |r,c:27,62|",QGVKUNWDVOEJOC-NGTDTMTKSA-N,QGVKUNWDVOEJOC,C/C=C\1/C(C(=COC1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OC[C@@H]3[C@@H]([C@H](C[C@H]3C(CO)CO)OC(=O)CC\4C(=COC(/C4=C\C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C(=O)OC)C,3.06,976.9720000000004
5696,E2H6,"(2S,3R,4S,5S,6R)-2-[3-hydroxy-4-[(Z)-2-[3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-phenyl]vinyl]phenoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",174.0,303.6,,253.2,161.4,568.1792059,C26H32O14,OC[C@H]1O[C@@H](Oc2ccc(\C=C/c3cc(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O |r|,HPSWAEGGWLOOKT-GSNCJTLYSA-N,HPSWAEGGWLOOKT,C1=CC(=C(C=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)/C=C\C3=CC(=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,2.69,568.5280000000005
5698,E3O6,"24,27-dibenzyl-12,21-diisobutyl-9-isopropyl-15,18-disec-butyl-1,7,10,13,16,19,22,25,28-nonazatricyclo[28.3.0.03,7]tritriacontane-2,8,11,14,17,20,23,26,29-nonone",18.0,33.6,,475.8,272.4,1039.647026,C57H85N9O9,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C2CCCN2C(=O)C(NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)CC)C(C)C,TTZALNKZCLGFGS-UHFFFAOYSA-N,TTZALNKZCLGFGS,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)CC4=CC=CC=C4)CC5=CC=CC=C5)C(C)C)CC(C)C)C(C)CC,4.54,1040.3609999999996
5699,E1W7,"2-[2-[(Z)-pent-2-enyl]-3-[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-cyclopentyl]acetic acid",18.0,288.6,,319.2,194.4,374.1940681,C18H30O8,CC\C=C/CC1C(CC(O)=O)CCC1OC1OC(CO)C(O)C(O)C1O,GJZJZRWFRZFTEE-ARJAWSKDSA-N,GJZJZRWFRZFTEE,CC/C=C\CC1C(CCC1OC2C(C(C(C(O2)CO)O)O)O)CC(=O)O,3.24,374.4300000000001
5700,E6F5,"3-hydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydecanoic acid",18.6,301.8,,308.4,188.4,366.1889827,C16H30O9,CCCCCC(CC(O)CC(O)=O)OC1OC(CO)C(O)C(O)C1O,WOWHQBZAFRFWOV-UHFFFAOYSA-N,WOWHQBZAFRFWOV,CCCCCC(CC(CC(=O)O)O)OC1C(C(C(C(O1)CO)O)O)O,3.14,366.4070000000001
5701,E6J0,"[(3aR,5R,8aR,9S,9aR)-6-hydroxy-5,8a-dimethyl-1-methylidene-2,8-dioxo-3a,4,5,5a,6,7,9,9a-octahydroazuleno[6,5-b]furan-9-yl] 2-methylpropanoate",,31.2,,395.4,231.6,350.1729387,C19H26O6,CC(C)C(=O)O[C@H]1[C@H]2[C@@H](C[C@@H](C)C3C(O)CC(=O)[C@@]13C)OC(=O)C2=C |r|,BCEXNHBNZURWSB-WMZVKNAUSA-N,BCEXNHBNZURWSB,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3(C1C(CC3=O)O)C)OC(=O)C(C)C)C(=C)C(=O)O2,3.86,350.4110000000001
5702,D4Q0,Eucommin A,,,,278.4,174.0,550.2050268,C27H34O12,[H][C@]12CO[C@H](c3cc(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c3)[C@@]1([H])COC2c1ccc(O)c(OC)c1 |r|,GLGVEKKQPFRBAS-YPQUEWMKSA-N,GLGVEKKQPFRBAS,COC1=CC(=CC(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC)[C@@H]3[C@H]4COC([C@H]4CO3)C5=CC(=C(C=C5)O)OC,2.9,550.5570000000004
5703,E0W8,"1-[4-hydroxy-2-methoxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-phenylpropan-1-one",21.6,42.6,,342.0,205.8,434.1576826,C22H26O9,COc1cc(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1C(=O)CCc1ccccc1 |r|,NFKBMTWXVZVNGD-MIUGBVLSSA-N,NFKBMTWXVZVNGD,COC1=C(C(=CC(=C1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)CCC3=CC=CC=C3,3.43,434.44100000000014
5705,E6P8,"(3S,4S)-4-[(2R)-1,4-dimethoxy-1,4-dioxobutan-2-yl]-5,6,7-trihydroxy-1-oxo-3,4-dihydroisochromene-3-carboxylic acid",18.0,,,237.6,148.8,384.0692615,C16H16O11,[H][C@](CC(=O)OC)(C(=O)OC)[C@]1([H])[C@H](OC(=O)c2cc(O)c(O)c(O)c12)C(O)=O |r|,WUJYLPSRAQSBOV-FZTXSHAMSA-N,WUJYLPSRAQSBOV,COC(=O)C[C@H]([C@@H]1[C@H](OC(=O)C2=CC(=C(C(=C12)O)O)O)C(=O)O)C(=O)OC,2.48,384.2930000000001
5706,D4H9,"4-oxo-4-[[8-oxo-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[5,6-f][1,3]benzodioxol-5-yl]oxy]butanoic acid",22.2,42.6,,357.0,213.0,514.1475118,C26H26O11,COc1cc(cc(OC)c1OC)C1C2C(COC2=O)C(OC(=O)CCC(O)=O)c2cc3OCOc3cc12,FQGIDCZRZSKLJZ-UHFFFAOYSA-N,FQGIDCZRZSKLJZ,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC(=O)CCC(=O)O,3.55,514.4830000000004
5707,D9M1,"(10S,11R)-1,10,11-trihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",,,,397.8,233.4,504.3450895,C30H48O6,"CC1CCC2(CCC3(C)C(=CCC4C5(C)C[C@@H](O)[C@@H](O)C(C)(CO)C5CCC34C)C2C1(C)O)C(O)=O |r,c:9|",YCOKATFNRPZIIU-FYQRVOBBSA-N,YCOKATFNRPZIIU,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(C[C@H]([C@H](C5(C)CO)O)O)C)C)C2C1(C)O)C)C(=O)O,3.89,504.70800000000025
5708,E6L0,"[3-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxybutyl] 3-methylbutanoate",,,,313.2,191.4,482.2363269,C21H38O12,CC(C)CC(=O)OCCC(C)(C)O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O |r|,RVDHWDVSTPQDPD-AGULHSLDSA-N,RVDHWDVSTPQDPD,CC(C)CC(=O)OCCC(C)(C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@H](CO2)O)O)O)O)O)O,3.19,482.5230000000002
5709,E1P8,3-hydroxy-2-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-3-methoxycarbonyl-pentanedioic acid,186.6,336.0,,273.0,173.4,368.0743469,C16H16O10,COC(=O)C(O)(CC(O)=O)C(OC(=O)\C=C\c1ccc(O)cc1)C(O)=O,WOCSYFBKPNKGJB-QPJJXVBHSA-N,WOCSYFBKPNKGJB,COC(=O)C(CC(=O)O)(C(C(=O)O)OC(=O)/C=C/C1=CC=C(C=C1)O)O,2.89,368.2940000000001
5710,E2B9,"2-[[6-[1-[3-[5-(3,5-dihydroxy-4-methoxy-6-methyl-tetrahydropyran-2-yl)oxy-4-methoxy-6-methyl-tetrahydropyran-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]ethoxy]-3,4,5-trihydroxy-tetrahydropyran-2-yl]methoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",149.4,,,340.2,204.6,962.5086453,C47H78O20,COC1CC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CC=C3C2)C(C)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)OC(C)C1OC1OC(C)C(O)C(OC)C1O |c:25|,YVOIYLIDBGUQGX-UHFFFAOYSA-N,YVOIYLIDBGUQGX,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3CCC4(C5CCC6(C(CCC6(C5CC=C4C3)O)C(C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)C)C)O)OC)O,3.41,963.1210000000009
5711,D9I3,"[6-[2-(3,4-dihydroxyphenyl)ethoxy]-2-(hydroxymethyl)-4-(3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl)oxy-5-(3,4,5-trihydroxytetrahydropyran-2-yl)oxy-tetrahydropyran-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",,,,262.8,166.8,756.2476795,C34H44O19,CC1OC(OC2C(OC(=O)\C=C\c3ccc(O)c(O)c3)C(CO)OC(OCCc3ccc(O)c(O)c3)C2OC2OCC(O)C(O)C2O)C(O)C(O)C1O,HZUURLOSYMEMET-QPJJXVBHSA-N,HZUURLOSYMEMET,CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(CO3)O)O)O)OCCC4=CC(=C(C=C4)O)O)CO)OC(=O)/C=C/C5=CC(=C(C=C5)O)O)O)O)O,2.78,756.7070000000007
5712,E3C5,"(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,12aS,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-tetrahydropyran-2-carboxylic acid",191.4,338.4,,384.6,223.2,1102.55599,C54H86O23,"[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CCC2[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)C(O)=O)C(C)(C)C3CC[C@@]12C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O |r,t:15|",AYOUXYCHXQUGRS-DGUYMCJHSA-N,AYOUXYCHXQUGRS,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O[C@H]3CC[C@]4(C(C3(C)C)CC[C@@]5(C4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C)O[C@H]9[C@@H]([C@H]([C@H]([C@H](O9)CO)O)O)O)O)O)O)O,3.72,1103.259000000001
5713,D8C9,"2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",129.6,238.2,,362.4,216.0,794.4452571,C42H66O14,CC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C(O)=O)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(O)C(O)C1O |t:18|,ZCBRYYRPNSHPER-UHFFFAOYSA-N,ZCBRYYRPNSHPER,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CCC6(C5CC(CC6)(C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C(=O)O)C)C)O)O)O,3.6,794.9760000000009
5714,D4V0,"5-(4-carboxy-3-methyl-butyl)-1,4a-dimethyl-6-methylene-decalin-1-carboxylic acid",19.2,191.4,,453.6,261.6,336.2300596,C20H32O4,CC(CCC1C(=C)CCC2C1(C)CCCC2(C)C(O)=O)CC(O)=O,HPQKNJHVWUWAOR-UHFFFAOYSA-N,HPQKNJHVWUWAOR,CC(CCC1C(=C)CCC2C1(CCCC2(C)C(=O)O)C)CC(=O)O,4.36,336.47200000000004
5715,E2Z9,"(1S,4aS,7R,7aS)-7-hydroxy-7-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-4a,7a-dihydro-1H-cyclopenta[c]pyran-4-carboxylic acid",180.6,319.8,,283.8,177.0,536.1529912,C25H28O13,"[H][C@]12C=C[C@](O)(COC(=O)\C=C\c3ccc(O)cc3)[C@@]1([H])[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(O)=O |r,c:2,38|",WJPRKOJNQIZCGY-OZOLURDPSA-N,WJPRKOJNQIZCGY,C1=C[C@@]([C@@H]2[C@H]1C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)O)(COC(=O)/C=C/C4=CC=C(C=C4)O)O,2.95,536.4860000000003
5716,D4A0,"(1R,2R,4S,16R,17R,20S)-2-hydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.01,17.04,16.06,14.08,12]tricosa-6(14),7,12-trien-11-one",17.4,32.4,,411.6,241.8,474.2253682,C26H34O8,[H][C@]12Cc3c(OC)c4C(=O)OCc4c(C)c3O[C@@]1(C)C[C@@H](O)[C@]13O[C@@](CC[C@]21C)(OC)OC3(C)C |r|,ZVFMDVFPBVFGPG-BLQNBILZSA-N,ZVFMDVFPBVFGPG,CC1=C2COC(=O)C2=C(C3=C1O[C@]4(C[C@H]([C@@]56[C@@]([C@H]4C3)(CC[C@@](O5)(OC6(C)C)OC)C)O)C)OC,4.03,474.5500000000003
5717,D8G6,"10,13-dihydroxy-6-isopropenyl-16,17-dimethoxy-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",18.0,31.8,,411.0,240.0,426.1314678,C23H22O8,COc1cc2OCC3Oc4c5CC(Oc5cc(O)c4C(=O)C3(O)c2cc1OC)C(C)=C,JCJPVNDLAAXNEX-UHFFFAOYSA-N,JCJPVNDLAAXNEX,CC(=C)C1CC2=C(O1)C=C(C3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC)O,4.0,426.42100000000016
5718,E4P7,"(2R,3R,4S,5S,6R)-2-[[(3S,10R,13R)-17-(4-ethyl-1,5-dimethyl-hexyl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",20.4,34.8,,599.4,344.4,576.4389899,C35H60O6,"CCC(CCC(C)C1CCC2C3CC=C4C[C@H](CC[C@]4(C)C3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)C |r,t:13|",NPJICTMALKLTFW-RCSFGDJJSA-N,NPJICTMALKLTFW,CCC(CCC(C)C1CCC2[C@@]1(CCC3C2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C(C)C,5.739999999999999,576.8590000000002
